storeid,HealthyStore,StoreSize,StoreLayout,customerID,gender,WhoShoppingFor,Vegetarian,ShoppingStyle,CouponUser,week,CouponSequence,CarryOver,CouponValue,AmountSpent
9,Regular store,Large,Emphasizes produce,1100-RJQMA,Female,Self,No,Weekly; similar items,No,1,"3,1,4,2",0,15 percent,63
9,Regular store,Large,Emphasizes produce,1100-RJQMA,Female,Self,No,Weekly; similar items,No,2,"3,1,4,2",3,00 No value,62.69
9,Regular store,Large,Emphasizes produce,1100-RJQMA,Female,Self,No,Weekly; similar items,No,3,"3,1,4,2",1,25 percent,64.46
9,Regular store,Large,Emphasizes produce,1100-RJQMA,Female,Self,No,Weekly; similar items,No,4,"3,1,4,2",4,05 percent,63.27
9,Regular store,Large,Emphasizes produce,6292-GVWUM,Female,Self and spouse,No,Weekly; similar items,From newspaper,1,"1,2,3,4",0,00 No value,115.78
9,Regular store,Large,Emphasizes produce,6292-GVWUM,Female,Self and spouse,No,Weekly; similar items,From newspaper,2,"1,2,3,4",1,05 percent,122.35
9,Regular store,Large,Emphasizes produce,6292-GVWUM,Female,Self and spouse,No,Weekly; similar items,From newspaper,3,"1,2,3,4",2,15 percent,123.83
9,Regular store,Large,Emphasizes produce,6292-GVWUM,Female,Self and spouse,No,Weekly; similar items,From newspaper,4,"1,2,3,4",3,25 percent,141.07
9,Regular store,Large,Emphasizes produce,6967-YWXDQ,Male,Self and spouse,No,Weekly; similar items,From newspaper,1,"3,1,4,2",0,15 percent,141.32
9,Regular store,Large,Emphasizes produce,6967-YWXDQ,Male,Self and spouse,No,Weekly; similar items,From newspaper,2,"3,1,4,2",3,00 No value,114.22
9,Regular store,Large,Emphasizes produce,6967-YWXDQ,Male,Self and spouse,No,Weekly; similar items,From newspaper,3,"3,1,4,2",1,25 percent,143.67
9,Regular store,Large,Emphasizes produce,6967-YWXDQ,Male,Self and spouse,No,Weekly; similar items,From newspaper,4,"3,1,4,2",4,05 percent,117.37
9,Regular store,Large,Emphasizes produce,3996-TDPSE,Male,Self and spouse,No,Weekly; similar items,No,1,"4,3,2,1",0,25 percent,96.53
9,Regular store,Large,Emphasizes produce,3996-TDPSE,Male,Self and spouse,No,Weekly; similar items,No,2,"4,3,2,1",4,15 percent,89.41
9,Regular store,Large,Emphasizes produce,3996-TDPSE,Male,Self and spouse,No,Weekly; similar items,No,3,"4,3,2,1",3,05 percent,98.78
9,Regular store,Large,Emphasizes produce,3996-TDPSE,Male,Self and spouse,No,Weekly; similar items,No,4,"4,3,2,1",2,00 No value,88.63
9,Regular store,Large,Emphasizes produce,2950-XAHNI,Female,Self and family,No,Weekly; similar items,From mailings,1,"1,2,3,4",0,00 No value,125.1
9,Regular store,Large,Emphasizes produce,2950-XAHNI,Female,Self and family,No,Weekly; similar items,From mailings,2,"1,2,3,4",1,05 percent,120.15
9,Regular store,Large,Emphasizes produce,2950-XAHNI,Female,Self and family,No,Weekly; similar items,From mailings,3,"1,2,3,4",2,15 percent,121.9
9,Regular store,Large,Emphasizes produce,2950-XAHNI,Female,Self and family,No,Weekly; similar items,From mailings,4,"1,2,3,4",3,25 percent,129.04
9,Regular store,Large,Emphasizes produce,4268-AVSIO,Female,Self,No,Biweekly; in bulk,No,1,"2,4,1,3",0,05 percent,116.81
9,Regular store,Large,Emphasizes produce,4268-AVSIO,Female,Self,No,Biweekly; in bulk,No,2,"2,4,1,3",2,25 percent,0
9,Regular store,Large,Emphasizes produce,4268-AVSIO,Female,Self,No,Biweekly; in bulk,No,3,"2,4,1,3",4,00 No value,112.44
9,Regular store,Large,Emphasizes produce,4268-AVSIO,Female,Self,No,Biweekly; in bulk,No,4,"2,4,1,3",1,15 percent,0
9,Regular store,Large,Emphasizes produce,0150-HNWPM,Male,Self and family,No,Weekly; similar items,From both,1,"3,1,4,2",0,15 percent,171.8
9,Regular store,Large,Emphasizes produce,0150-HNWPM,Male,Self and family,No,Weekly; similar items,From both,2,"3,1,4,2",3,00 No value,143.23
9,Regular store,Large,Emphasizes produce,0150-HNWPM,Male,Self and family,No,Weekly; similar items,From both,3,"3,1,4,2",1,25 percent,193.48
9,Regular store,Large,Emphasizes produce,0150-HNWPM,Male,Self and family,No,Weekly; similar items,From both,4,"3,1,4,2",4,05 percent,169.51
10,Regular store,Large,No emphasis,4565-AJWQT,Female,Self,No,Biweekly; in bulk,From mailings,1,"4,3,2,1",0,25 percent,0
10,Regular store,Large,No emphasis,4565-AJWQT,Female,Self,No,Biweekly; in bulk,From mailings,2,"4,3,2,1",4,15 percent,206.42
10,Regular store,Large,No emphasis,4565-AJWQT,Female,Self,No,Biweekly; in bulk,From mailings,3,"4,3,2,1",3,05 percent,0
10,Regular store,Large,No emphasis,4565-AJWQT,Female,Self,No,Biweekly; in bulk,From mailings,4,"4,3,2,1",2,00 No value,188.32
10,Regular store,Large,No emphasis,3657-VJYAT,Female,Self,No,Biweekly; in bulk,From newspaper,1,"3,1,4,2",0,15 percent,9.81
10,Regular store,Large,No emphasis,3657-VJYAT,Female,Self,No,Biweekly; in bulk,From newspaper,2,"3,1,4,2",3,00 No value,157.67
10,Regular store,Large,No emphasis,3657-VJYAT,Female,Self,No,Biweekly; in bulk,From newspaper,3,"3,1,4,2",1,25 percent,7.04
10,Regular store,Large,No emphasis,3657-VJYAT,Female,Self,No,Biweekly; in bulk,From newspaper,4,"3,1,4,2",4,05 percent,168.87
10,Regular store,Large,No emphasis,7380-ARNZS,Female,Self and family,No,Weekly; similar items,From both,1,"4,3,2,1",0,25 percent,215.57
10,Regular store,Large,No emphasis,7380-ARNZS,Female,Self and family,No,Weekly; similar items,From both,2,"4,3,2,1",4,15 percent,208.69
10,Regular store,Large,No emphasis,7380-ARNZS,Female,Self and family,No,Weekly; similar items,From both,3,"4,3,2,1",3,05 percent,174.26
10,Regular store,Large,No emphasis,7380-ARNZS,Female,Self and family,No,Weekly; similar items,From both,4,"4,3,2,1",2,00 No value,173.01
10,Regular store,Large,No emphasis,3118-UAIXT,Male,Self,Yes,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,130.45
10,Regular store,Large,No emphasis,3118-UAIXT,Male,Self,Yes,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,127.89
10,Regular store,Large,No emphasis,3118-UAIXT,Male,Self,Yes,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,104.33
10,Regular store,Large,No emphasis,3118-UAIXT,Male,Self,Yes,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,137.98
10,Regular store,Large,No emphasis,8178-YNRMR,Female,Self,No,Weekly; similar items,From both,1,"3,1,4,2",0,15 percent,113.77
10,Regular store,Large,No emphasis,8178-YNRMR,Female,Self,No,Weekly; similar items,From both,2,"3,1,4,2",3,00 No value,100.26
10,Regular store,Large,No emphasis,8178-YNRMR,Female,Self,No,Weekly; similar items,From both,3,"3,1,4,2",1,25 percent,130.56
10,Regular store,Large,No emphasis,8178-YNRMR,Female,Self,No,Weekly; similar items,From both,4,"3,1,4,2",4,05 percent,101.62
10,Regular store,Large,No emphasis,6122-ZFSFA,Male,Self,No,Weekly; similar items,No,1,"3,1,4,2",0,15 percent,86.21
10,Regular store,Large,No emphasis,6122-ZFSFA,Male,Self,No,Weekly; similar items,No,2,"3,1,4,2",3,00 No value,86.88
10,Regular store,Large,No emphasis,6122-ZFSFA,Male,Self,No,Weekly; similar items,No,3,"3,1,4,2",1,25 percent,81.1
10,Regular store,Large,No emphasis,6122-ZFSFA,Male,Self,No,Weekly; similar items,No,4,"3,1,4,2",4,05 percent,85.01
10,Regular store,Large,No emphasis,7725-YPITU,Male,Self and spouse,No,Biweekly; in bulk,From mailings,1,"2,4,1,3",0,05 percent,237.2
10,Regular store,Large,No emphasis,7725-YPITU,Male,Self and spouse,No,Biweekly; in bulk,From mailings,2,"2,4,1,3",2,25 percent,0
10,Regular store,Large,No emphasis,7725-YPITU,Male,Self and spouse,No,Biweekly; in bulk,From mailings,3,"2,4,1,3",4,00 No value,222.46
10,Regular store,Large,No emphasis,7725-YPITU,Male,Self and spouse,No,Biweekly; in bulk,From mailings,4,"2,4,1,3",1,15 percent,0
10,Regular store,Large,No emphasis,9785-KCBYU,Male,Self and family,No,Biweekly; in bulk,No,1,"1,2,3,4",0,00 No value,5.98
10,Regular store,Large,No emphasis,9785-KCBYU,Male,Self and family,No,Biweekly; in bulk,No,2,"1,2,3,4",1,05 percent,241.42
10,Regular store,Large,No emphasis,9785-KCBYU,Male,Self and family,No,Biweekly; in bulk,No,3,"1,2,3,4",2,15 percent,7.33
10,Regular store,Large,No emphasis,9785-KCBYU,Male,Self and family,No,Biweekly; in bulk,No,4,"1,2,3,4",3,25 percent,242.03
11,Regular store,Large,No emphasis,3547-MAYMD,Male,Self and family,No,Often; what's on sale,From mailings,1,"3,1,4,2",0,15 percent,186.49
11,Regular store,Large,No emphasis,3547-MAYMD,Male,Self and family,No,Often; what's on sale,From mailings,2,"3,1,4,2",3,00 No value,173.05
11,Regular store,Large,No emphasis,3547-MAYMD,Male,Self and family,No,Often; what's on sale,From mailings,3,"3,1,4,2",1,25 percent,205.8
11,Regular store,Large,No emphasis,3547-MAYMD,Male,Self and family,No,Often; what's on sale,From mailings,4,"3,1,4,2",4,05 percent,170.63
11,Regular store,Large,No emphasis,6532-RJFGY,Male,Self and spouse,No,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,143.38
11,Regular store,Large,No emphasis,6532-RJFGY,Male,Self and spouse,No,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,160.59
11,Regular store,Large,No emphasis,6532-RJFGY,Male,Self and spouse,No,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,123.59
11,Regular store,Large,No emphasis,6532-RJFGY,Male,Self and spouse,No,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,166.8
11,Regular store,Large,No emphasis,1270-JXBJR,Female,Self and spouse,No,Weekly; similar items,No,1,"1,2,3,4",0,00 No value,153.87
11,Regular store,Large,No emphasis,1270-JXBJR,Female,Self and spouse,No,Weekly; similar items,No,2,"1,2,3,4",1,05 percent,159.7
11,Regular store,Large,No emphasis,1270-JXBJR,Female,Self and spouse,No,Weekly; similar items,No,3,"1,2,3,4",2,15 percent,140.4
11,Regular store,Large,No emphasis,1270-JXBJR,Female,Self and spouse,No,Weekly; similar items,No,4,"1,2,3,4",3,25 percent,151.1
11,Regular store,Large,No emphasis,6157-LJRKZ,Female,Self and family,Yes,Often; what's on sale,From mailings,1,"3,1,4,2",0,15 percent,202.16
11,Regular store,Large,No emphasis,6157-LJRKZ,Female,Self and family,Yes,Often; what's on sale,From mailings,2,"3,1,4,2",3,00 No value,187.49
11,Regular store,Large,No emphasis,6157-LJRKZ,Female,Self and family,Yes,Often; what's on sale,From mailings,3,"3,1,4,2",1,25 percent,213.63
11,Regular store,Large,No emphasis,6157-LJRKZ,Female,Self and family,Yes,Often; what's on sale,From mailings,4,"3,1,4,2",4,05 percent,182.37
11,Regular store,Large,No emphasis,8144-RFAAR,Male,Self and spouse,No,Weekly; similar items,From newspaper,1,"3,1,4,2",0,15 percent,135.02
11,Regular store,Large,No emphasis,8144-RFAAR,Male,Self and spouse,No,Weekly; similar items,From newspaper,2,"3,1,4,2",3,00 No value,112.72
11,Regular store,Large,No emphasis,8144-RFAAR,Male,Self and spouse,No,Weekly; similar items,From newspaper,3,"3,1,4,2",1,25 percent,153.43
11,Regular store,Large,No emphasis,8144-RFAAR,Male,Self and spouse,No,Weekly; similar items,From newspaper,4,"3,1,4,2",4,05 percent,111.37
11,Regular store,Large,No emphasis,2496-BGAYJ,Male,Self and spouse,Yes,Often; what's on sale,From mailings,1,"1,2,3,4",0,00 No value,119.11
11,Regular store,Large,No emphasis,2496-BGAYJ,Male,Self and spouse,Yes,Often; what's on sale,From mailings,2,"1,2,3,4",1,05 percent,127.66
11,Regular store,Large,No emphasis,2496-BGAYJ,Male,Self and spouse,Yes,Often; what's on sale,From mailings,3,"1,2,3,4",2,15 percent,120.8
11,Regular store,Large,No emphasis,2496-BGAYJ,Male,Self and spouse,Yes,Often; what's on sale,From mailings,4,"1,2,3,4",3,25 percent,142.05
11,Regular store,Large,No emphasis,1181-LILWZ,Male,Self,No,Weekly; similar items,From mailings,1,"2,4,1,3",0,05 percent,108.86
11,Regular store,Large,No emphasis,1181-LILWZ,Male,Self,No,Weekly; similar items,From mailings,2,"2,4,1,3",2,25 percent,125.47
11,Regular store,Large,No emphasis,1181-LILWZ,Male,Self,No,Weekly; similar items,From mailings,3,"2,4,1,3",4,00 No value,91.51
11,Regular store,Large,No emphasis,1181-LILWZ,Male,Self,No,Weekly; similar items,From mailings,4,"2,4,1,3",1,15 percent,119.54
11,Regular store,Large,No emphasis,7389-BSTRO,Female,Self and family,Yes,Biweekly; in bulk,From mailings,1,"4,3,2,1",0,25 percent,0
11,Regular store,Large,No emphasis,7389-BSTRO,Female,Self and family,Yes,Biweekly; in bulk,From mailings,2,"4,3,2,1",4,15 percent,286.52
11,Regular store,Large,No emphasis,7389-BSTRO,Female,Self and family,Yes,Biweekly; in bulk,From mailings,3,"4,3,2,1",3,05 percent,0
11,Regular store,Large,No emphasis,7389-BSTRO,Female,Self and family,Yes,Biweekly; in bulk,From mailings,4,"4,3,2,1",2,00 No value,247.43
11,Regular store,Large,No emphasis,1120-XEEIU,Male,Self,No,Biweekly; in bulk,From mailings,1,"4,3,2,1",0,25 percent,197.55
11,Regular store,Large,No emphasis,1120-XEEIU,Male,Self,No,Biweekly; in bulk,From mailings,2,"4,3,2,1",4,15 percent,0
11,Regular store,Large,No emphasis,1120-XEEIU,Male,Self,No,Biweekly; in bulk,From mailings,3,"4,3,2,1",3,05 percent,181.98
11,Regular store,Large,No emphasis,1120-XEEIU,Male,Self,No,Biweekly; in bulk,From mailings,4,"4,3,2,1",2,00 No value,0
11,Regular store,Large,No emphasis,5880-FHHWI,Female,Self,No,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,106.29
11,Regular store,Large,No emphasis,5880-FHHWI,Female,Self,No,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,109.19
11,Regular store,Large,No emphasis,5880-FHHWI,Female,Self,No,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,81.84
11,Regular store,Large,No emphasis,5880-FHHWI,Female,Self,No,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,107.88
11,Regular store,Large,No emphasis,0924-VSBPW,Male,Self,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,136.32
11,Regular store,Large,No emphasis,0924-VSBPW,Male,Self,No,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,165.85
11,Regular store,Large,No emphasis,0924-VSBPW,Male,Self,No,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,126.89
11,Regular store,Large,No emphasis,0924-VSBPW,Male,Self,No,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,145.29
11,Regular store,Large,No emphasis,2565-BCART,Female,Self and spouse,No,Weekly; similar items,From both,1,"1,2,3,4",0,00 No value,123.85
11,Regular store,Large,No emphasis,2565-BCART,Female,Self and spouse,No,Weekly; similar items,From both,2,"1,2,3,4",1,05 percent,130.77
11,Regular store,Large,No emphasis,2565-BCART,Female,Self and spouse,No,Weekly; similar items,From both,3,"1,2,3,4",2,15 percent,126.35
11,Regular store,Large,No emphasis,2565-BCART,Female,Self and spouse,No,Weekly; similar items,From both,4,"1,2,3,4",3,25 percent,143.35
11,Regular store,Large,No emphasis,5169-RLQMD,Female,Self,No,Weekly; similar items,From both,1,"1,2,3,4",0,00 No value,94.15
11,Regular store,Large,No emphasis,5169-RLQMD,Female,Self,No,Weekly; similar items,From both,2,"1,2,3,4",1,05 percent,116.44
11,Regular store,Large,No emphasis,5169-RLQMD,Female,Self,No,Weekly; similar items,From both,3,"1,2,3,4",2,15 percent,111.07
11,Regular store,Large,No emphasis,5169-RLQMD,Female,Self,No,Weekly; similar items,From both,4,"1,2,3,4",3,25 percent,110.26
11,Regular store,Large,No emphasis,8694-EVZJH,Female,Self and spouse,Yes,Biweekly; in bulk,From mailings,1,"3,1,4,2",0,15 percent,0
11,Regular store,Large,No emphasis,8694-EVZJH,Female,Self and spouse,Yes,Biweekly; in bulk,From mailings,2,"3,1,4,2",3,00 No value,211.9
11,Regular store,Large,No emphasis,8694-EVZJH,Female,Self and spouse,Yes,Biweekly; in bulk,From mailings,3,"3,1,4,2",1,25 percent,21.19
11,Regular store,Large,No emphasis,8694-EVZJH,Female,Self and spouse,Yes,Biweekly; in bulk,From mailings,4,"3,1,4,2",4,05 percent,248.2
12,Regular store,Large,No emphasis,9603-QUEHG,Female,Self and spouse,No,Biweekly; in bulk,From mailings,1,"3,1,4,2",0,15 percent,5.59
12,Regular store,Large,No emphasis,9603-QUEHG,Female,Self and spouse,No,Biweekly; in bulk,From mailings,2,"3,1,4,2",3,00 No value,199.7
12,Regular store,Large,No emphasis,9603-QUEHG,Female,Self and spouse,No,Biweekly; in bulk,From mailings,3,"3,1,4,2",1,25 percent,7.89
12,Regular store,Large,No emphasis,9603-QUEHG,Female,Self and spouse,No,Biweekly; in bulk,From mailings,4,"3,1,4,2",4,05 percent,216.59
12,Regular store,Large,No emphasis,2144-NVTOO,Female,Self and family,Yes,Often; what's on sale,From both,1,"4,3,2,1",0,25 percent,168.65
12,Regular store,Large,No emphasis,2144-NVTOO,Female,Self and family,Yes,Often; what's on sale,From both,2,"4,3,2,1",4,15 percent,178.44
12,Regular store,Large,No emphasis,2144-NVTOO,Female,Self and family,Yes,Often; what's on sale,From both,3,"4,3,2,1",3,05 percent,152.03
12,Regular store,Large,No emphasis,2144-NVTOO,Female,Self and family,Yes,Often; what's on sale,From both,4,"4,3,2,1",2,00 No value,157.25
12,Regular store,Large,No emphasis,6136-MDTYV,Male,Self,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,111.35
12,Regular store,Large,No emphasis,6136-MDTYV,Male,Self,No,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,113.53
12,Regular store,Large,No emphasis,6136-MDTYV,Male,Self,No,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,95.74
12,Regular store,Large,No emphasis,6136-MDTYV,Male,Self,No,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,121.69
12,Regular store,Large,No emphasis,6880-ZSKKQ,Male,Self and spouse,No,Weekly; similar items,No,1,"2,4,1,3",0,05 percent,132.95
12,Regular store,Large,No emphasis,6880-ZSKKQ,Male,Self and spouse,No,Weekly; similar items,No,2,"2,4,1,3",2,25 percent,121.13
12,Regular store,Large,No emphasis,6880-ZSKKQ,Male,Self and spouse,No,Weekly; similar items,No,3,"2,4,1,3",4,00 No value,111.59
12,Regular store,Large,No emphasis,6880-ZSKKQ,Male,Self and spouse,No,Weekly; similar items,No,4,"2,4,1,3",1,15 percent,125.6
12,Regular store,Large,No emphasis,5835-PENVN,Male,Self,No,Biweekly; in bulk,From mailings,1,"3,1,4,2",0,15 percent,240.11
12,Regular store,Large,No emphasis,5835-PENVN,Male,Self,No,Biweekly; in bulk,From mailings,2,"3,1,4,2",3,00 No value,0
12,Regular store,Large,No emphasis,5835-PENVN,Male,Self,No,Biweekly; in bulk,From mailings,3,"3,1,4,2",1,25 percent,262.37
12,Regular store,Large,No emphasis,5835-PENVN,Male,Self,No,Biweekly; in bulk,From mailings,4,"3,1,4,2",4,05 percent,0
12,Regular store,Large,No emphasis,7635-KHZII,Male,Self,Yes,Weekly; similar items,No,1,"1,2,3,4",0,00 No value,109.47
12,Regular store,Large,No emphasis,7635-KHZII,Male,Self,Yes,Weekly; similar items,No,2,"1,2,3,4",1,05 percent,118.46
12,Regular store,Large,No emphasis,7635-KHZII,Male,Self,Yes,Weekly; similar items,No,3,"1,2,3,4",2,15 percent,114.75
12,Regular store,Large,No emphasis,7635-KHZII,Male,Self,Yes,Weekly; similar items,No,4,"1,2,3,4",3,25 percent,114.4
12,Regular store,Large,No emphasis,0064-KZMAS,Male,Self and spouse,No,Weekly; similar items,From mailings,1,"1,2,3,4",0,00 No value,97.67
12,Regular store,Large,No emphasis,0064-KZMAS,Male,Self and spouse,No,Weekly; similar items,From mailings,2,"1,2,3,4",1,05 percent,107.88
12,Regular store,Large,No emphasis,0064-KZMAS,Male,Self and spouse,No,Weekly; similar items,From mailings,3,"1,2,3,4",2,15 percent,116.84
12,Regular store,Large,No emphasis,0064-KZMAS,Male,Self and spouse,No,Weekly; similar items,From mailings,4,"1,2,3,4",3,25 percent,122.34
13,Regular store,Large,Emphasizes bakery,1709-ICFXL,Female,Self and spouse,No,Biweekly; in bulk,No,1,"4,3,2,1",0,25 percent,10.72
13,Regular store,Large,Emphasizes bakery,1709-ICFXL,Female,Self and spouse,No,Biweekly; in bulk,No,2,"4,3,2,1",4,15 percent,205.34
13,Regular store,Large,Emphasizes bakery,1709-ICFXL,Female,Self and spouse,No,Biweekly; in bulk,No,3,"4,3,2,1",3,05 percent,13.08
13,Regular store,Large,Emphasizes bakery,1709-ICFXL,Female,Self and spouse,No,Biweekly; in bulk,No,4,"4,3,2,1",2,00 No value,195.63
13,Regular store,Large,Emphasizes bakery,1546-XJJBF,Female,Self,No,Often; what's on sale,From newspaper,1,"1,2,3,4",0,00 No value,116.95
13,Regular store,Large,Emphasizes bakery,1546-XJJBF,Female,Self,No,Often; what's on sale,From newspaper,2,"1,2,3,4",1,05 percent,114.46
13,Regular store,Large,Emphasizes bakery,1546-XJJBF,Female,Self,No,Often; what's on sale,From newspaper,3,"1,2,3,4",2,15 percent,125.72
13,Regular store,Large,Emphasizes bakery,1546-XJJBF,Female,Self,No,Often; what's on sale,From newspaper,4,"1,2,3,4",3,25 percent,132.81
13,Regular store,Large,Emphasizes bakery,6126-QGKXG,Male,Self and spouse,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,120.7
