Full Name,Primary Company,Founding Time,Previous startups?,Consulting before start-up,Undergraduate College,Standardized University,Education (Type of degree/major),Standardized Major,Degree Type,Graduate Degree Time,Graduate Institution,Standardized Graduate Institution,Graduate Studies,Standardized Graduate Studies,Graduate Diploma,Ever served as TA/Teacher/Professor/Mentor?,# Years of employment (non-founder),Worked as product manager/director/head/VP?,Worked at Google?,Worked at Microsoft?,Worked in Sales?
Prat Moghe,Cazena,2013,2,0,"University of California, Los Angeles",University of California Los Angeles,Electrical Engineering,Electrical Engineering,PhD,,,,,,,0,7,1,0,0,0
Brian Spector,CertiVox,2009,0,0,Arizona State University,Arizona State University,Political Science and Government,Political Science,BS,,,,,,,0,14,0,0,0,1
Nish Kukadia,SecretSales,2007,0,0,The University of Manchester,University of Manchester,Management & Marketing,Business,BS,2011,London Business School,,Finance,Business,,0,3,0,0,0,0
Jesse Rothstein,ExtraHop Networks,2007,0,0,Rice University,Rice University,,,,,,,,,,0,10,0,0,0,0
Craig H. Misrach,Freedom Meditech,2006,0,1,Indiana University Bloomington,Indiana University Bloomington,Accounting & Finance,Business,BS,2004,University of Virginia - Darden Graduate School of Business Administration,,Business,Business,MBA,0,5,0,0,0,0
Diego May,Junar,,,,,,,,,,,,,,,0,9,0,0,0,1
David Smith,High Brew Coffee,,,,,,,,,,,,,,,0,0,0,0,0,0
Michael Neal,DecisionNext,,,,,,,,,,,,,,,0,6,0,0,0,0
Ray Bell,Grid Net,,,,,,,,,,,,,,,0,8,1,0,0,0
David Leeds,Tango Card,,,,,,,,,,,,,,,0,12,1,0,0,1
Bill Dallas,Cloudvirga,,,,,,,,,,,,,,,0,0,0,0,0,0
Will Shulman,mLab,,,,,,,,,,,,,,,0,9,0,0,0,0
Foster Hinshaw,Dataupia,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Tony Conrad,about.me,,,,,,,,,,,,,,,0,8,0,0,0,0
Steve Rosenbaum,Waywire Networks,,,,,,,,,,,,,,,0,0,0,0,0,0
Jevgeni Kabanov,ZeroTurnaround,,,,,,,,,,,,,,,0,6,0,0,0,0
Kenneth Munson,"Sunverge Energy, Inc",,,,,,,,,,,,,,,0,10,0,0,0,1
Jeff Rubenstein,SmartProcure,,,,,,,,,,,,,,,0,4,0,0,0,1
Mike Kennewick,VoiceBox Technologies,,,,,,,,,,,,,,,0,5,0,0,1,0
Craig Harris,HG Data Company,,,,,,,,,,,,,,,0,4,0,0,0,0
Ken Song,"Ariosa Diagnostics, Inc.",,,,,,,,,,,,,,,0,10,0,0,0,0
C.R. Chandrasekar,FundsIndia,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Patrick Anquetil,Portal Instruments,,,,,,,,,,,,,,,0,2,0,0,0,0
Krishna Prabhakar,Avenda Systems,,,,,,,,,,,,,,,0,10,0,0,0,0
Nicholas Benedict,Allecra Therapeutics,,,,,,,,,,,,,,,,,,,,
Jeffrey Mullen,Dynamics,,,,,,,,,,,,,,,,,,,,
Mick Hewitt,MasteryConnect,,,,,,,,,,,,,,,,,,,,
Tim Stojka,Agentis Energy,,,,,,,,,,,,,,,,,,,,
Carine Schorochoff,4Tech,,,,,,,,,,,,,,,,,,,,
Koichiro Yoshida,CrowdWorks,,,,,,,,,,,,,,,,,,,,
Peter Goggin,Resson,,,,,,,,,,,,,,,,,,,,
Sam Ellis,DriverUp,,,,,,,,,,,,,,,,,,,,
J. David Smith,LiquiGlide,,,,,,,,,,,,,,,,,,,,
Iván Tintoré,iContainers,,,,,,,,,,,,,,,,,,,,
Eddy Zhang,iCarsClub,,,,,,,,,,,,,,,,,,,,
Colin Kwan,MEMSDrive,,,,,,,,,,,,,,,,,,,,
Jeff White,Gravy Analytics,,,,,,,,,,,,,,,,,,,,
Yi Shi,Avazu Inc,,,,,,,,,,,,,,,,,,,,
Fauad Hasan,Bonti,,,,,,,,,,,,,,,,,,,,
Pier LaFarge,Sparkfund,,,,,,,,,,,,,,,,,,,,
Joe Epperson,MaxPoint Interactive,,,,,,,,,,,,,,,,,,,,
Minh Dang,Foody,,,,,,,,,,,,,,,,,,,,
Doug Stevenson,Vibrant Media,,,,,,,,,,,,,,,,,,,,
Micke Paqvalén,Kiosked,,,,,,,,,,,,,,,,,,,,
Carl Holmquist,Freespee,,,,,,,,,,,,,,,,,,,,
Gideon Stein,LightSail Education,,,,,,,,,,,,,,,,,,,,
Craig Elliott,Pertino,,,,,,,,,,,,,,,,,,,,
Joachim Roos,Edgeware,,,,,,,,,,,,,,,,,,,,
Joaquin Ayuso,Kuapay,,,,,,,,,,,,,,,,,,,,
Jeffrey T. Binder,Layer3 TV,,,,,,,,,,,,,,,,,,,,
Tomoyuki Sugiyama,"Crowdcredit, Inc.",,,,,,,,,,,,,,,,,,,,
Howard Rosenberg,B-Stock Solutions,,,,,,,,,,,,,,,,,,,,
Scott Nelson,Trax Technologies,,,,,,,,,,,,,,,,,,,,
Lou Gray,DreamBox Learning,,,,,,,,,,,,,,,,,,,,
Jaswinder Chadha,Axtria,,,,,,,,,,,,,,,,,,,,
Bulent Celebi,AirTies Wireless Networks,,,,,,,,,,,,,,,,,,,,
Nick Moutter,Admedo Ltd,,,,,,,,,,,,,,,,,,,,
Faris Zaher,Yamsafer,,,,,,,,,,,,,,,,,,,,
Alan Viterbi,Liquid Environmental Solutions,,,,,,,,,,,,,,,,,,,,
"Bhairavi Parikh, PhD",CellScape,,,,,,,,,,,,,,,,,,,,
Geoff Mathieux,Wingz Inc.,,,,,,,,,,,,,,,,,,,,
Susan Kennedy,Advanced Microgrid Solutions,,,,,,,,,,,,,,,,,,,,
Adriaan van Wyk,K2,,,,,,,,,,,,,,,,,,,,
Dominic Blank,POSpulse,,,,,,,,,,,,,,,,,,,,
Yaniv Bensadon,Fixya,,,,,,,,,,,,,,,,,,,,
Priya Krishnan,klay schools,,,,,,,,,,,,,,,,,,,,
Ronald Bianchini,Avere Systems,,,,,,,,,,,,,,,,,,,,
Ilya Ekushevskiy,Busfor,,,,,,,,,,,,,,,,,,,,
Frank Martin,Restorando,,,,,,,,,,,,,,,,,,,,
Ke Wang,Koudai,,,,,,,,,,,,,,,,,,,,
Zivan Ori,E8 Storage,,,,,,,,,,,,,,,,,,,,
Seymour Duncker,iCharts,,,,,,,,,,,,,,,,,,,,
Rohith Bhat,99Games Online Private Limited,,,,,,,,,,,,,,,,,,,,
Todd Parsons,Aditive,,,,,,,,,,,,,,,,,,,,
Francois-Xavier Hussherr,Gutenberg Technology,,,,,,,,,,,,,,,,,,,,
Joseph Mayer,Cureatr,,,,,,,,,,,,,,,,,,,,
Alexander Koenig,ReActive Robotics,,,,,,,,,,,,,,,,,,,,
Juan Carlos Riveiro,Vilynx,,,,,,,,,,,,,,,,,,,,
Hari Nair,HolidayIQ,,,,,,,,,,,,,,,,,,,,
Anthony Bettini,FlawCheck,,,,,,,,,,,,,,,,,,,,
Yao Hong,Weidai,,,,,,,,,,,,,,,,,,,,
Arun Agarwal,Infinio,,,,,,,,,,,,,,,,,,,,
Faraz Hoodbhoy,PixSense,,,,,,,,,,,,,,,,,,,,
Ramana Jonnala,Coho Data,,,,,,,,,,,,,,,,,,,,
Art Krieg,Checkmate Pharmaceuticals,,,,,,,,,,,,,,,,,,,,
Toshi Yamamoto,ChatWork,,,,,,,,,,,,,,,,,,,,
Roman Rittweger,ottonova Holding AG,,,,,,,,,,,,,,,,,,,,
Neil Burns,P2 Science,,,,,,,,,,,,,,,,,,,,
Alex Willcock,VisualDNA,,,,,,,,,,,,,,,,,,,,
Marc Heyneker,Revinate,,,,,,,,,,,,,,,,,,,,
Stephanie Leffler,OneSpace,,,,,,,,,,,,,,,,,,,,
Arie Struik,alaTest,,,,,,,,,,,,,,,,,,,,
Ofer Shoshan,One Hour Translation,,,,,,,,,,,,,,,,,,,,
Wes Schroll,Fetch Rewards,,,,,,,,,,,,,,,,,,,,
Mik Kersten,Tasktop,,,,,,,,,,,,,,,,,,,,
Jason Bryant,Nor1,,,,,,,,,,,,,,,,,,,,
Chenfeng Song,A.I. Nemo,,,,,,,,,,,,,,,,,,,,
Marco Fisbhen,Descomplica,,,,,,,,,,,,,,,,,,,,
Jeremy Geiger,Retailigence,,,,,,,,,,,,,,,,,,,,
John A. Amster,RPX Corporation,,,,,,,,,,,,,,,,,,,,
Bo Yang,Douban,,,,,,,,,,,,,,,,,,,,
Ehud Rokach,XtremIO,,,,,,,,,,,,,,,,,,,,
Viktor Ariel,SURE Universal,,,,,,,,,,,,,,,,,,,,
Baha Zeidan,Azalea Health,,,,,,,,,,,,,,,,,,,,
Stephen Lau,BioClin Therapeutics,,,,,,,,,,,,,,,,,,,,
Do Tuan Anh,Appota,,,,,,,,,,,,,,,,,,,,
Ching Wei Lee,iMoney Group,,,,,,,,,,,,,,,,,,,,
Rufus Griscom,Heleo,,,,,,,,,,,,,,,,,,,,
Yod Chinsupakul,Wongnai,,,,,,,,,,,,,,,,,,,,
Fede Malek,Avenida.com,,,,,,,,,,,,,,,,,,,,
Aaron Biddar,Synthio,,,,,,,,,,,,,,,,,,,,
Ami Dotan,Karamba Security,,,,,,,,,,,,,,,,,,,,
Eric Didier,OneKloud,,,,,,,,,,,,,,,,,,,,
Adam Seifer,Everplans,,,,,,,,,,,,,,,,,,,,
Santiago Sosa,Tienda Nube,,,,,,,,,,,,,,,,,,,,
Hao Xu,Camera360,,,,,,,,,,,,,,,,,,,,
Ken Davis,"TaskEasy, Inc.",,,,,,,,,,,,,,,,,,,,
Chris Torrance,PhoreMost,,,,,,,,,,,,,,,,,,,,
Ken Rugg,Tesora,,,,,,,,,,,,,,,,,,,,
Deepak Aatresh,Aditazz,,,,,,,,,,,,,,,,,,,,
Robert Ellice,EasyProperty,,,,,,,,,,,,,,,,,,,,
Yegor Anchishkin,CartFresh,,,,,,,,,,,,,,,,,,,,
JD Lee,Pocketmath,,,,,,,,,,,,,,,,,,,,
Martin Ferro,Conferize,,,,,,,,,,,,,,,,,,,,
Sanj Goyle,Finxera,,,,,,,,,,,,,,,,,,,,
Tom Valdivia,Luminat,,,,,,,,,,,,,,,,,,,,
Ben Ye,The ONE Music Group,,,,,,,,,,,,,,,,,,,,
Danny Sachs,Amphora Medical,,,,,,,,,,,,,,,,,,,,
Sean Lynch,Metacloud,,,,,,,,,,,,,,,,,,,,
Matthew Patterson,Audentes Therapeutics,,,,,,,,,,,,,,,,,,,,
Wayne Poll,Minimally invasive devices,,,,,,,,,,,,,,,,,,,,
Simon Lynch,Just Landed,,,,,,,,,,,,,,,,,,,,
Olivier Gerhardt,Wavecell,,,,,,,,,,,,,,,,,,,,
Omri Kohl,Pyramid Analytics,,,,,,,,,,,,,,,,,,,,
Dirk Owerfeldt,GASTROFIX,,,,,,,,,,,,,,,,,,,,
Lianglun Zhang,Mizhe.com,,,,,,,,,,,,,,,,,,,,
Mike Alfred,BrightScope,,,,,,,,,,,,,,,,,,,,
Jonathan Glick,Sulia,,,,,,,,,,,,,,,,,,,,
Rami Goraly,ScheduleOnce,,,,,,,,,,,,,,,,,,,,
Eugene Izhikevich,Brain Corporation,,,,,,,,,,,,,,,,,,,,
Luke Ahn,Fronto,,,,,,,,,,,,,,,,,,,,
Wang Shirui,Medlinker,,,,,,,,,,,,,,,,,,,,
ABHISHEK AGARWAL,CreditVidya,,,,,,,,,,,,,,,,,,,,
Mike Lynn,Hound Labs,,,,,,,,,,,,,,,,,,,,
William Cooper,ACHICA,,,,,,,,,,,,,,,,,,,,
John Golob,Lanetix,,,,,,,,,,,,,,,,,,,,
J. Andrew Rogers,SpaceCurve,,,,,,,,,,,,,,,,,,,,
John Goscha,"Lucidity Lights, Inc.",,,,,,,,,,,,,,,,,,,,
Forest Key,"Pixvana, Inc.",,,,,,,,,,,,,,,,,,,,
Meir Zohar,Freshub Ltd.,,,,,,,,,,,,,,,,,,,,
Wasiq Bokhari,QBotix,,,,,,,,,,,,,,,,,,,,
Geraldine McBride,MyWave,,,,,,,,,,,,,,,,,,,,
Derek Ball,atVenu,,,,,,,,,,,,,,,,,,,,
Adam Vincent,"ThreatConnect, Inc.",,,,,,,,,,,,,,,,,,,,
Aman Jabbi,Pelican Imaging,,,,,,,,,,,,,,,,,,,,
Jonathan Dambrot,Prevalent Networks,,,,,,,,,,,,,,,,,,,,
Kristian Humborstad,Zwipe,,,,,,,,,,,,,,,,,,,,
John Thomson,PayIt,,,,,,,,,,,,,,,,,,,,
Bryce Smith,LevelTen Energy,,,,,,,,,,,,,,,,,,,,
Bhavik Jhaveri,Ambab Infotech,,,,,,,,,,,,,,,,,,,,
Carl Dietrich,Terrafugia,,,,,,,,,,,,,,,,,,,,
Yair Lavi,Tonara,,,,,,,,,,,,,,,,,,,,
Sudheer Koneru,Zenoti,,,,,,,,,,,,,,,,,,,,
Anand Sivaraman,Remidio Innovative Solutions,,,,,,,,,,,,,,,,,,,,
Sheila Mikhail,Bamboo Therapeutics,,,,,,,,,,,,,,,,,,,,
Tao Peng,Breadtrip,,,,,,,,,,,,,,,,,,,,
Martin Källström,Narrative,,,,,,,,,,,,,,,,,,,,
Javier Andres,ticketea,,,,,,,,,,,,,,,,,,,,
Amir Ben-Afraim,Altor Networks,,,,,,,,,,,,,,,,,,,,
Dan Albritton,Megaphone TV,,,,,,,,,,,,,,,,,,,,
Guillermo Freire,TROCAFONE,,,,,,,,,,,,,,,,,,,,
Kemal Erol,Vivense Home & Living,,,,,,,,,,,,,,,,,,,,
Gil Sadeh,Signals Analytics,,,,,,,,,,,,,,,,,,,,
Thomaz Srougi,dr. consulta,,,,,,,,,,,,,,,,,,,,
Jae Chung,goBalto,,,,,,,,,,,,,,,,,,,,
William Moschella,Evariant,,,,,,,,,,,,,,,,,,,,
Josh Shatkin-Margolis,Purple Cloud,,,,,,,,,,,,,,,,,,,,
Jing Liu,Skyroam,,,,,,,,,,,,,,,,,,,,
Jeff Abramowitz,PowerCloud Systems,,,,,,,,,,,,,,,,,,,,
Simon Specka,ZenMate,,,,,,,,,,,,,,,,,,,,
John M. Paul,VenueNext,,,,,,,,,,,,,,,,,,,,
Dippak Khurana,Vserv,,,,,,,,,,,,,,,,,,,,
Tian Ning,Panshi,,,,,,,,,,,,,,,,,,,,
Noman Ali,Peanut Labs,,,,,,,,,,,,,,,,,,,,
Yoram Novick,Maxta,,,,,,,,,,,,,,,,,,,,
Alex Zapesochny,iCardiac Technologies,,,,,,,,,,,,,,,,,,,,
Dov Seidman,LRN,,,,,,,,,,,,,,,,,,,,
Alan Gertner,Tokyo Smoke,,,,,,,,,,,,,,,,,,,,
Jeremy Anspach,PureCars,,,,,,,,,,,,,,,,,,,,
Ryan Fyfe,Humanity,,,,,,,,,,,,,,,,,,,,
Eric Winquist,Jama Software,,,,,,,,,,,,,,,,,,,,
David Lim,Beijing Weiying Technology,,,,,,,,,,,,,,,,,,,,
Vaibhav Dabhade,Anchanto,,,,,,,,,,,,,,,,,,,,
Chris Harbourt,Agrible,,,,,,,,,,,,,,,,,,,,
Bruce Cohen,VitaPath Genetics,,,,,,,,,,,,,,,,,,,,
Eric La Bonnardière,Evaneos,,,,,,,,,,,,,,,,,,,,
Xavi Beumala,Marfeel,,,,,,,,,,,,,,,,,,,,
Tal Zvi Nathanel,MyCheck,,,,,,,,,,,,,,,,,,,,
Samuel Sheng,Sentons,,,,,,,,,,,,,,,,,,,,
Sagi Schliesser,TabTale,,,,,,,,,,,,,,,,,,,,
Elery Pfeffer,Nift Networks,,,,,,,,,,,,,,,,,,,,
Ron Glibbery,Peraso Technologies,,,,,,,,,,,,,,,,,,,,
Steve Flagg,SupplyFrame,,,,,,,,,,,,,,,,,,,,
Jon Elvekrog,140 Proof,,,,,,,,,,,,,,,,,,,,
James LaLonde,yoli,,,,,,,,,,,,,,,,,,,,
Martin Watson,SeeChange Health,,,,,,,,,,,,,,,,,,,,
Cyril Hadji-Thomas,Bookwitty,,,,,,,,,,,,,,,,,,,,
Julian Willenbrock,Enlight México,,,,,,,,,,,,,,,,,,,,
Jervis Liu,Hyphenate Inc.,,,,,,,,,,,,,,,,,,,,
Heather Hiles,Pathbrite,,,,,,,,,,,,,,,,,,,,
Michael Bruce,PurpleBricks,,,,,,,,,,,,,,,,,,,,
Kent Fuka,Querium Corporation,,,,,,,,,,,,,,,,,,,,
Ben Nelson,The Minerva Project,,,,,,,,,,,,,,,,,,,,
Eduardo L'Hotellier,GetNinjas,,,,,,,,,,,,,,,,,,,,
Iain Dodsworth,TweetDeck,,,,,,,,,,,,,,,,,,,,
Yang Chen,Joyme.com,,,,,,,,,,,,,,,,,,,,
David Lowe,Aeglea BioTherapeutics,,,,,,,,,,,,,,,,,,,,
Ran Poliakine,Powermat Technologies,,,,,,,,,,,,,,,,,,,,
Amir Aharoni,Elastifile,,,,,,,,,,,,,,,,,,,,
Swapnil Shah,FirstFuel Software,,,,,,,,,,,,,,,,,,,,
Norma Sit,Numoni,,,,,,,,,,,,,,,,,,,,
Erine Gray,Aunt Bertha,,,,,,,,,,,,,,,,,,,,
Brandon Koffler,FanXchange,,,,,,,,,,,,,,,,,,,,
Roy Rodenstein,SocMetrics,,,,,,,,,,,,,,,,,,,,
Mahmoud Kaiyal,WebTeb,,,,,,,,,,,,,,,,,,,,
Zacharie Sabban,Festicket,,,,,,,,,,,,,,,,,,,,
Daniel Arthursson,Xcerion,,,,,,,,,,,,,,,,,,,,
Michael Howell,Dolly,,,,,,,,,,,,,,,,,,,,
Samir Shah,Zephyr,,,,,,,,,,,,,,,,,,,,
Ugo Parodi Giusino,Mosaicoon,,,,,,,,,,,,,,,,,,,,
John Orrock,Future Now Ventures,,,,,,,,,,,,,,,,,,,,
Chris Costello,blooom,,,,,,,,,,,,,,,,,,,,
Jeff Sinclair,Eventbase,,,,,,,,,,,,,,,,,,,,
Evert Jaap Lugt,Nimbuzz,,,,,,,,,,,,,,,,,,,,
Chantel Waterbury,Chloe + Isabel,,,,,,,,,,,,,,,,,,,,
Jason T. Andrew,Limelight Health,,,,,,,,,,,,,,,,,,,,
Adrian Critchlow,Australian Solar Group,,,,,,,,,,,,,,,,,,,,
Geoff Barrall,Connected Data,,,,,,,,,,,,,,,,,,,,
Moritz Offeney,Scarosso,,,,,,,,,,,,,,,,,,,,
Don Resler,Intelligent Beauty,,,,,,,,,,,,,,,,,,,,
Gustaf Agartson,BIMA,,,,,,,,,,,,,,,,,,,,
Blake Pierson,Lovely,,,,,,,,,,,,,,,,,,,,
Jörg Wiemer,Treasury Intelligence Solutions (TIS),,,,,,,,,,,,,,,,,,,,
Symen Jansma,TravelBird,,,,,,,,,,,,,,,,,,,,
Nihal Parthasarathi,CourseHorse,,,,,,,,,,,,,,,,,,,,
Eric Stone,Velano Vascular,,,,,,,,,,,,,,,,,,,,
Pumin Yuvacharuskul,Eatigo,,,,,,,,,,,,,,,,,,,,
Tito A Serafini,Atreca,,,,,,,,,,,,,,,,,,,,
Josh Manion,Ensighten,,,,,,,,,,,,,,,,,,,,
Faraz Syed,Keynote DeviceAnywhere,,,,,,,,,,,,,,,,,,,,
Ashish Mehta,Sokrati,,,,,,,,,,,,,,,,,,,,
Chethan Ramachandran,Playnomics,,,,,,,,,,,,,,,,,,,,
Tobi Bauckhage,Creators Media,,,,,,,,,,,,,,,,,,,,
Francisco Fonseca,BitSight Technologies,,,,,,,,,,,,,,,,,,,,
Jack Slocum,Alta5,,,,,,,,,,,,,,,,,,,,
Aaron DeBovoise,Network of One,,,,,,,,,,,,,,,,,,,,
Nikhil Hasija,Azuqua,,,,,,,,,,,,,,,,,,,,
Robert Seolas,"ObservePoint, Inc.",,,,,,,,,,,,,,,,,,,,
John Spiers,NexGen Storage,,,,,,,,,,,,,,,,,,,,
Andrew Ibbotson,Digital Assent,,,,,,,,,,,,,,,,,,,,
Joe Essenfeld,Jibe,,,,,,,,,,,,,,,,,,,,
Gal Naor,Storone,,,,,,,,,,,,,,,,,,,,
Guy Vardi,Slate Science,,,,,,,,,,,,,,,,,,,,
Bo Wu,Lashou.com,,,,,,,,,,,,,,,,,,,,
Vijay Sikka,Sikka Software,,,,,,,,,,,,,,,,,,,,
Sanjiv Singhal,Scripbox,,,,,,,,,,,,,,,,,,,,
James Tagg,Truphone,,,,,,,,,,,,,,,,,,,,
Tanya Bakalov,BetterSkills Inc.,,,,,,,,,,,,,,,,,,,,
Derek Roos,Mendix,,,,,,,,,,,,,,,,,,,,
Boris Saragaglia,Spartoo,,,,,,,,,,,,,,,,,,,,
Siddarth Satish,Gauss Surgical,,,,,,,,,,,,,,,,,,,,
Joel Trammell,Khorus,,,,,,,,,,,,,,,,,,,,
Gadi Maier,FreeMonee,,,,,,,,,,,,,,,,,,,,
Nidhi Saxena,Zoctr Health,,,,,,,,,,,,,,,,,,,,
Sean Muller,"iSpot.tv, Inc.",,,,,,,,,,,,,,,,,,,,
David Schmaier,Vlocity,,,,,,,,,,,,,,,,,,,,
Alex Capurro,Easy Payment Gateway,,,,,,,,,,,,,,,,,,,,
Wei Su,Visunex Medical Systems,,,,,,,,,,,,,,,,,,,,
Justin Miller,WedPics,,,,,,,,,,,,,,,,,,,,
Dhiren Bhatia,Viewics,,,,,,,,,,,,,,,,,,,,
Josh Kanner,Smartvid io,,,,,,,,,,,,,,,,,,,,
Alec Lynch,DesignCrowd,,,,,,,,,,,,,,,,,,,,
Jeff Booth,BuildDirect,,,,,,,,,,,,,,,,,,,,
Branndon Stewart,OutboundEngine,,,,,,,,,,,,,,,,,,,,
Brent Handler,Inspirato,,,,,,,,,,,,,,,,,,,,
Sam Guilaumé,Movea,,,,,,,,,,,,,,,,,,,,
Dave O'Flanagan,Boxever,,,,,,,,,,,,,,,,,,,,
Omer David Keilaf,Innoviz Technologies,,,,,,,,,,,,,,,,,,,,
Naoko Samata,Coiney,,,,,,,,,,,,,,,,,,,,
Ofer Vilenski,Hola,,,,,,,,,,,,,,,,,,,,
Nathan Labenz,Waymark (fka SocialProof),,,,,,,,,,,,,,,,,,,,
Zoe Pointon,OpenAgent.com.au,,,,,,,,,,,,,,,,,,,,
Kai Schoppen,Infracommerce,,,,,,,,,,,,,,,,,,,,
Rebekah Campbell,Posse,,,,,,,,,,,,,,,,,,,,
Sebastian Funke,Smeet,,,,,,,,,,,,,,,,,,,,
Satoshi Sugie,WHILL,,,,,,,,,,,,,,,,,,,,
Rotem Perelmuter,Top Prospect,,,,,,,,,,,,,,,,,,,,
Si Shen,PapayaMobile,,,,,,,,,,,,,,,,,,,,
Greg Alvo,OrderGroove,,,,,,,,,,,,,,,,,,,,
Naresh Malhotra,Modern Family Doctor,,,,,,,,,,,,,,,,,,,,
Haoyong Yang,Ganji,,,,,,,,,,,,,,,,,,,,
Andrew Ryan,Membersuite,,,,,,,,,,,,,,,,,,,,
Mehrdad Mahdjoubi,ORBITAL SYSTEMS,,,,,,,,,,,,,,,,,,,,
Mark Ethier,iZotope,,,,,,,,,,,,,,,,,,,,
Abey Zachariah,Goodbox,,,,,,,,,,,,,,,,,,,,
Corey Reese,Ness Computing,,,,,,,,,,,,,,,,,,,,
Mark Heffernan,Nexvet,,,,,,,,,,,,,,,,,,,,
James N. Thomas,Just. Biotherapeutics,,,,,,,,,,,,,,,,,,,,
Jason Meller,Kolide,,,,,,,,,,,,,,,,,,,,
Chen Kuan,Infervision,,,,,,,,,,,,,,,,,,,,
Michael Matousek,Luvo (formerly Flashnotes),,,,,,,,,,,,,,,,,,,,
David Liu,"XO Group, Inc.",,,,,,,,,,,,,,,,,,,,
Ryan Fuller,VoloMetrix,,,,,,,,,,,,,,,,,,,,
Asaf Ganot,"ControlUp, Inc",,,,,,,,,,,,,,,,,,,,
Devrim Yasar,Koding,,,,,,,,,,,,,,,,,,,,
Netanel Davidi,Cyvera,,,,,,,,,,,,,,,,,,,,
Ben Askew-Renaut,Packlink - Simply Shipping,,,,,,,,,,,,,,,,,,,,
Paul Gollash,Voxy,,,,,,,,,,,,,,,,,,,,
Neal Walker,Aclaris Therapeutics,,,,,,,,,,,,,,,,,,,,
Surbhi Sarna,NVISION MEDICAL,,,,,,,,,,,,,,,,,,,,
Jonathan Cohen,Agency of Trillions (AoT),,,,,,,,,,,,,,,,,,,,
Richard Harris,Intent Media,,,,,,,,,,,,,,,,,,,,
Fran Maier,Babierge,,,,,,,,,,,,,,,,,,,,
Martynas Gudonavicius,TRAFI,,,,,,,,,,,,,,,,,,,,
Dennis Just,Knip,,,,,,,,,,,,,,,,,,,,
Kris Hiiemaa,ERPLY,,,,,,,,,,,,,,,,,,,,
Philippe Laval,Kwaga,,,,,,,,,,,,,,,,,,,,
Jeffrey Chou,Diamanti,,,,,,,,,,,,,,,,,,,,
Ronni Zehavi,Hibob,,,,,,,,,,,,,,,,,,,,
Radu B. Rusu,Fyusion,,,,,,,,,,,,,,,,,,,,
Marc Ruxin,TastemakerX,,,,,,,,,,,,,,,,,,,,
Hesaam Esfandyarpour,Genapsys,,,,,,,,,,,,,,,,,,,,
Cliff Moon,Opsee,,,,,,,,,,,,,,,,,,,,
Ben Wolstenholme,Madefire,,,,,,,,,,,,,,,,,,,,
Craig Malloy,Lifesize,,,,,,,,,,,,,,,,,,,,
David Mandell,PivotDesk,,,,,,,,,,,,,,,,,,,,
Simon Lenoir,Rezdy,,,,,,,,,,,,,,,,,,,,
Taku Harada,Peatix,,,,,,,,,,,,,,,,,,,,
Kelly Dachtler,The Clymb,,,,,,,,,,,,,,,,,,,,
Harmeet S. Bindra,Leixir,,,,,,,,,,,,,,,,,,,,
Richard White,UserVoice,,,,,,,,,,,,,,,,,,,,
Michael Smalls,Hoopla Software,,,,,,,,,,,,,,,,,,,,
Robert Carlson,UNIFi Software,,,,,,,,,,,,,,,,,,,,
Andras Forgacs,Modern Meadow,,,,,,,,,,,,,,,,,,,,
David P. Mariani,AtScale,,,,,,,,,,,,,,,,,,,,
Karl Wirth,Evergage,,,,,,,,,,,,,,,,,,,,
Ujjal Kohli,Rhythm NewMedia,,,,,,,,,,,,,,,,,,,,
Pieter van Rooyen,Edico Genome,,,,,,,,,,,,,,,,,,,,
Jeff Daniel,StarMaker Interactive,,,,,,,,,,,,,,,,,,,,
Vikas Jha,Teracent,,,,,,,,,,,,,,,,,,,,
Rob Salvatore,Tongal,,,,,,,,,,,,,,,,,,,,
Manik Singh,Threadflip,,,,,,,,,,,,,,,,,,,,
Jason Ricci,Fluxx,,,,,,,,,,,,,,,,,,,,
Sachin Katti,Kumu Networks,,,,,,,,,,,,,,,,,,,,
Haresh Patel,Mercatus,,,,,,,,,,,,,,,,,,,,
Cheng Liu,Eureka Therapeutics,,,,,,,,,,,,,,,,,,,,
Megan Gardner,Plum District,,,,,,,,,,,,,,,,,,,,
Jim Kean,WellnessFX,,,,,,,,,,,,,,,,,,,,
Clayton Alexander,Ember Technologies,,,,,,,,,,,,,,,,,,,,
Drew Schiller,Validic,,,,,,,,,,,,,,,,,,,,
Victoria Livschitz,"Tonomi, Inc.",,,,,,,,,,,,,,,,,,,,
Terry Angelos,TrialPay,,,,,,,,,,,,,,,,,,,,
Omri Iluz,PerimeterX,,,,,,,,,,,,,,,,,,,,
Marc J. Gorlin,Roadie,,,,,,,,,,,,,,,,,,,,
Mukundu Kumaran,C1X Inc.,,,,,,,,,,,,,,,,,,,,
Joseph Paresi,IDSS Holdings,,,,,,,,,,,,,,,,,,,,
Chris Forman,"Appcast, Inc",,,,,,,,,,,,,,,,,,,,
Matt Dalio,ENDLESS,,,,,,,,,,,,,,,,,,,,
John Poisson,Wantful,,,,,,,,,,,,,,,,,,,,
Mo Chen,TuSimple,,,,,,,,,,,,,,,,,,,,
John Squire,DynamicAction,,,,,,,,,,,,,,,,,,,,
Jeff Ma,tenXer,,,,,,,,,,,,,,,,,,,,
