NameCorp,AfterEmerging,Assets1Before,Assets2Before,Assets3Before,AssetsBefore,AssetsCurrDollar,AssetsEmerging,AssetsPetCurrDollar,AssetsPetition,BondISIN,BondPriceDisp,BondPriceFile,BondPriceMoveDuring,CaseNum,CaseNumRefile,CaseNumTransfer,CeoFiling,CeoNotes,CeoReplaced,Chapter,CikBefore,CikEmerging,CityChange,CityDisposed,CityFiled,CityRefile,ClaimsAgent,ClaimsAgentFirm,ClaimsSecDiscloState,ClaimsUnsec,CommCred,CommCredAtty,CommCredAttyCol,CommCredAttySubstit,CommEquity,CommEquityAtty,CommEquityAttyCol,CommEquityAttySubstit,CommRetirees,CommRetireesName,CommRetireesRequest,CommonName,CPIndexAtConf,CPIndexAtFiling,Cusip6,Cusip9,Date10k1Before,Date10k2Before,Date10k3Before,Date10kBefore,Date10kBeforeLink,Date10kDuring,Date10kDuringLink,Date10kEmerging,Date10kEmergLink,Date10kSalesEmerge,Date363Sale,DateCeoBegin,DateCeoEnd,DateCommCred,DateCommCredBy,DateConfirmed,DateConvDismiss,DateDipLoan1FinOrd,DateDiscloState,DateDisposed,DateEffective,DateEmerging,DateFeeRev,DateFiled,DateJudgeAppt,DateRefile,DateTransferred,DateTurnEngage,DaysDocsAfter,DaysFiledTo363,DaysEmergeToRefile,DaysIn,DENYOther,DipAtty,DipAttyColDoc,DipAttyColDkt,DipFinAdvPetition,DipLoan1Lender,DipLoan1Total,DipLoan2Lender,DipLoan2Total,DipLoanAdditional,DipLoanDoc,DipLoan,Disposition,DistFiled,DistribComments,DistribEquity,DistribSecDiscloState,DistribUnsec,DistribUnsecPct,DktNumConf,DktOnPacer,DocsOnPacer,DocsPublic,EbitBefore,EbitCurrDollars,EbitdaBefore,EbitdaEmerging,EbitEmerging,Emerge,Emerg10k,EmplBefore,EmplEmerging,EmplUnionBefore,EmplUnionEmerging,Examiner,ExaminerName,ExaminerRequest,FeeReviewer,FilingRate,FirmEnd,FreshStartAccounting,GdpDisp,GdpFiling,GdpRefiling,GdpYear1AftDisp,GdpYear1BefFile,GdpYear2AftDisp,GdpYear2BefFile,GvkeyBefore,GvkeyEmerging,HeadCAtFiling,HeadCityPctPop,HeadCityPop,HeadCourtCity,HeadCourtCityToDE,HeadStAtFiling,HqToForum,HqToHqCtCity,IncomeBEBefore,IncomeBEEmerging,IncPublic,InterCompanyClaims,InterCompanyPct,InterCompanyDistrib,JudgeApptDist,JudgeDisposition,JudgeFiling,Liab1Before,Liab2Before,Liab3Before,LiabBefore,LiabCurrDollar,LiabEmerging,LiabPetCurrDollar,LiabPetition,MonthDisp,MonthFiled,MonthRefile,MonthsIn,Multiple363Sales,NameEmerging,NetIncomeBefore,NetIncomeEmerging,NumberFiling,Prepackaged,PrimaryKey,Prime1YearAftDisp,Prime1YearBefFile,Prime2YearAftDisp,Prime2YearBefFile,PrimeDisp,PrimeFiling,PrimeRefiling,ProfFees10k,ProfFees10kNotes,Refile,Refile5,Refile5RepRange,RelatedFilings,Sale,Sale363,SaleConf,SaleIntended,Sales1Before,Sales2Before,Sales3Before,SalesBefore,SalesCurrDollar,SalesEmerging,Shop,SICDescription,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,SubCon,TortCause,TransferCity,TransferDist,Transferred,Trustee,TrusteeFor,TrusteeName,TrusteeRequest,TrusteeRequestor,TurnFirm,TurnOffice,TurnPerson,TurnRepRange,TurnType,UsPopFiling,Voluntary,YearConfirmed,YearDisposed,YearEmerged,YearFiled,YearsEmergeToRefile
"AMF Bowling Worldwide, Inc.",,1726.284,,,1726.284,2447,755.524,2385,1682.675,,,,,01-61119,12-36495,,Roland C. Smith,,Replaced,11,0001015535,0001015535,,Richmond,Richmond,Richmond,,,,,yes,Troutman Sanders,Troutman Sanders LLP,,no,,,,no,,,,177.8,177.5,030985,10,12/31/2000,,,12/31/2000,12/31/2000#http://www.sec.gov/Archives/edgar/data/1015535/000091664101500052/0000916641-01-500052-index.htm#,,,6/30/2002,,6/29/2003,,4/29/1999,12/6/2002,7/17/2001,,2/1/2002,,,11/7/2001,2/1/2002,3/8/2002,2/1/2002,,7/2/2001,,11/13/2012,,,,,3938,214,OT,Willkie Farr,Willkie Farr & Gallagher LLP / McGuireWoods LLP,,,,,,,,,yes,confirmed,VA ED,,,,,,768,yes,yes,no,-45.503,-64.49582402,,,,yes,yes,17280,15295,1,1,,,,pending,97,,,90.844,89.76,107.039,92.204,89.189,95.999,85.643,147728,147728,Richmond,0.000696326,198432,VA Richmond,185,VA,1,1,,,DE,,,,VA ED,David H. Adams,Douglas O. Tice Jr.,1272.379,,,1272.379,1803.46641,554.592,1793.870632,1265.609,2,7,11,7.133333333,,"AMF Bowling Worldwide, Inc.",,,25,free fall,1010,4.25,9.5,4,8,4.75,6.75,3.25,,,Refiled,emerged no refile 5,yes,,no,no,no,no,715.001,,,715.001,1013440403,667.578,No,,I: Services,,79 Amusement And Recreation Services,7900,,Not tort,,,no,,,,,,,,,,,284970000,voluntary,2002,2002,2002,2001,10.789041
Ampal-American Israel Corporation,,846.609,,,846.609,925,,389,355.944815,,,,,12-13689,,,Yosef A. Maiman,End date is Chapter 7 conversion date,NoReplace,11,0000731859,,,New York,New York,,yes,"Epiq Bankruptcy Solutions, LLC",,,yes,Brown Rudnick,Brown Rudnick LLP,,no,,,,no,,,,,230.379,032015,109,12/31/2011,,,12/31/2011,12/31/2011#http://edgar.sec.gov/Archives/edgar/data/731859/000117891312000907/0001178913-12-000907-index.htm#,,,,,,,10/1/2006,5/2/2013,9/25/2012,,,5/2/2013,,,5/2/2013,,,,8/29/2012,11/24/1993,,,,,,,246,NY,Bryan Cave,Bryan Cave LLP,,,,,,,,no,no,converted,NY SD,,,,,,,yes,yes,yes,-114.551,-125.0967188,-88.915,,,no,no,1008,,1,,,,,pending,24,,,107.501,107.023,,110.279,104.468,114.163,103.807,001611,,New York,0.026557602,8336697,NY New York,106,NY,1,1,-129.387,,NY,,,,NY SD,Stuart M. Bernstein,Stuart M. Bernstein,796.643,,,796.643,869.983024,,388.7135725,355.944815,5,8,,8.2,,Not applicable,-95.321,,1,free fall,966,3.25,3.25,3.25,3.25,3.25,3.25,,,,,not emerged 5,no,,no,no,no confirmation,no,575.339,,,575.339,628305480.7,,No,"Investors, Not Elsewhere Classified","H: Finance, Insurance, And Real Estate",679 Miscellaneous Investing,67 Holding And Other Investment Offices,6799,,Not tort,,,no,,,,,,none,no turnfirm,none,no,none,313910000,voluntary,,2013,,2012,
AMR Corporation,,25088,,,25088,27900,,27490,24719,,,,,11-15463,,,Thomas W. Horton,CEO left on merger effective date,NoReplace,11,0000006201,,,New York,New York,,yes,"GCG, Inc.",,,yes,Skadden Arps,"Skadden, Arps, Slate, Meagher & Flom LLP",,no,,,,yes,Committee of Retired Employees,AMR Retirees,American Airlines,233.546,226.23,001765,106,12/31/2010,,,12/31/2010,12/31/2010#http://www.sec.gov/Archives/edgar/data/6201/000095012311014726/0000950123-11-014726-index.htm#,,,,,,,11/28/2011,12/9/2013,12/5/2011,,10/21/2013,,10/9/2012,6/5/2013,10/21/2013,12/9/2013,,,11/29/2011,9/7/2010,,,11/29/2011,,,,692,NY,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,"RPK Capital Partners, LLC",268,"Wilmington Trust Company, as pass through trustee, as subordination agent; Morgan Stanley Bank, N.A., as the Class A liquidity provider; Wilmington Trust, National Association, as escrow agent; Deutsche Bank Trust Company Americas, as depositary",1500,yes,yes,yes,confirmed,NY SD,,,,,,10361,yes,yes,yes,308,342.5235557,1303,,,no,no,78250,,78250,,,,,pending,23,merger,,109.313,105.716,,112.262,104.423,114.765,101.981,001045,,Fort Worth,0.002441535,760758,TX Fort Worth,1305,TX,1401,1,-471,,DE,,,,NY SD,Sean H. Lane,Sean H. Lane,29033,,,29033,32287.29348,,32864.46791,29552,10,11,,23.06666667,,American Airlines Group Inc.,-471,,20,free fall,932,3.25,3.25,3.25,3.25,3.25,3.25,,,,,not emerged 5,no,,yes,no,yes,no,22170,,,22170,24655023472,,Yes,"Air Transportation, Scheduled","E: Transportation, Communications, Electric, Gas","451 Air Transportation, Scheduled",45 Transportation By Air,4512,,Not tort,,,no,,,,,,"Skyworks Capital, LLC",no office,none,yes,advise,311590000,voluntary,2013,2013,,2011,
"AMRESCO, Inc.",Assets sold to NCS I LLC during bankruptcy,715.035,1940,2579,715.035,1013,,,,US031909AE43,20.625,57,-36.375,01-35327,,,Randolph E. Brown,,NoReplace,11,0000225569,,,Dallas,Dallas,,,,,,yes,,,,yes,,,,no,,,,180.1,177.5,031909,203,12/31/2000,,,12/31/2000,12/31/2000#http://edgar.sec.gov/Archives/edgar/data/225569/000022556901000004/0000225569-01-000004-index.htm#,,,,,,11/14/2001,11/15/2000,12/21/2001,7/16/2001,,7/22/2002,,,5/30/2002,7/22/2002,8/9/2002,,,7/2/2001,8/24/1987,,,,,135,,385,OT,Haynes Boone,,Haynes and Boone LLP,,,,,,,,no,confirmed,TX ND,,,,,,742,yes,mixed,no,27.486,38.95857897,44.768,,,no,no,208,,1,,no,,no,no,97,,,91.79,89.76,,94.516,89.189,97.336,85.643,006736,,Dallas,0.004174138,1189504,TX Dallas,1275,TX,1,1,-314.953,,DE,,,,TX ND,Steven A. Felsenthal,Steven A. Felsenthal,549,,,549,778.1510535,,,,7,7,,12.83333333,,liquidated,-217.941,,,free fall,759,4,9.5,4.25,8,4.75,6.75,,,No. No 10k for any years,,not emerged 5,yes,,yes,yes,,"yes, contract",170.657,363,397,170.657,241888751.1,,No,Investment Advice,"H: Finance, Insurance, And Real Estate",628 Services Allied With The Exchange Of Securities,"62 Security And Commodity Brokers, Dealers, Exchanges, And Services",6282,,Not tort,,,no,no,,,no,no,,,,,,284970000,voluntary,2002,2002,,2001,
Amwest Insurance Group Inc.,,,242,,242,343,,,,,,,,01-17081,,,Charles L. Schultz,End date is Chapter 7 conversion date; Last identified as CEO in court doc dated 4/8/2004,NoReplace,11,0000780118,,,Woodland Hills,Woodland Hills,,,,,,no,,,,no,,,,no,,,,,177.5,032345,100,,12/31/1999,,12/31/1999,12/31/1999#http://edgar.sec.gov/Archives/edgar/data/780118/0000780118-00-000007-index.html#,,,,,,,12/22/2000,4/2/2004,,,,4/2/2004,,,4/2/2004,,,,7/24/2001,2/9/1984,,,,,,,983,OT,Malhotra Malhotra,"Malhotra, Malhotra & Velasco",,,,,,,,,no,converted,CA CD,,,,,,,yes,yes,no,2.783,3.944616361,4.674,,,no,no,520,,1,,no,,no,no,97,,,96.617,89.76,,99.586,89.189,102.581,85.643,013387,,Calabasas,7.13619E-05,20336,CA Woodland Hills,2391,CA,3,4,0.44,,DE,,,,CA CD,Geraldine Mund,Geraldine Mund,,185,,185,262.2184789,,,,4,7,,32.76666667,,Not applicable,0.44,,,free fall,786,5.75,9.5,7.75,8,4,6.75,,,,,not emerged 5,yes,,no,no,no confirmation,maybe,,122,,122,172922456.3,,No,Surety Insurance,"H: Finance, Insurance, And Real Estate",635 Surety Insurance,63 Insurance Carriers,6351,,Not tort,,,no,no,,,no,no,,,,,,284970000,voluntary,,2004,,2001,
"Anacomp, Inc.",,421.029,,,421.029,686,435.421,847,520,,,,,96-00016,01-10821,,P. Lang Lowrey III,,Replaced,11,0000006260,0000006260,yes,Wilmington,Wilmington,San Diego,,,,,yes,Stroock Stroock,Stroock & Stroock & Lavan,,denied,,,,no,,,,156.6,154.4,03237E,108,9/30/1995,9/30/1994,9/30/1993,9/30/1995,9/30/1995#http://edgar.sec.gov/Archives/edgar/data/6260/0000006260-96-000004-index.html#,,,9/30/1996,9/30/1996#http://edgar.sec.gov/Archives/edgar/data/6260/0000006260-96-000022-index.html#,9/30/1997,,10/1/1995,4/30/1997,1/19/1996,,5/20/1996,,,3/28/1996,5/20/1996,5/31/1996,5/20/1996,,1/5/1996,5/21/1974,10/19/2001,,,,,1978,136,DE,Cadwalader Wickersham,"Cadwalader, Wickersham & Taft",,,,,,,,,no,confirmed,DE,,,,,,,yes,none,no,41.395,67.4513294,73.944,80.804,35.841,yes,yes,3600,2600,1,1,no,,no,no,15,,yes,74.46,73.194,90.074,77.646,71.438,80.691,69.084,001627,001627,Indianapolis,0.00282725,761633,IN Indianapolis,565,IN,562,1,-238.326,90.519,IN,,,,DE,Helen S. Balick,Helen S. Balick,584.698,,,584.698,952.7396401,367.854,,,5,1,10,4.533333333,,"Anacomp, Inc.",-238.326,142.961,5,prenegotiated,381,8.5,8.5,8.5,6,8.25,8.5,5.5,14.944,Yes,Refiled,emerged no refile 5,yes,,no,no,no,no,591.189,593,590,591.189,963316438.7,463,Yes,Photographic Equipment and Supplies,D: Manufacturing,386 Photographic Equipment And Supplies,"38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",3861,,Not tort,,,no,no,,,no,no,,,,,,269390000,voluntary,1996,1996,1996,1996,5.419178
ANC Rental Corp.,acquired by Cerberus Capital Mgmt 10/14/2003; sold to Enterprise Rent-A-Car 4/2007,6537.6,,,6537.6,9272,,9215,6497.541,,,,,01-11200,,,Michael S. Egan,,Replaced,11,0001097523,,,Wilmington,Wilmington,,,,,,yes,WilmerHale,"Wilmer, Cutler & Pickering / Young Conaway Stargatt & Taylor",,no,,,,no,,,,188,177.4,001813,104,12/31/2000,,,12/31/2000,12/31/2000#http://edgar.sec.gov/Archives/edgar/data/1097523/000095014401500466/0000950144-01-500466-index.htm#,12/31/2001,12/31/2001#http://edgar.sec.gov/Archives/edgar/data/1097523/000095014402005711/0000950144-02-005711-index.htm#,,,,8/21/2003,12/28/2000,4/4/2002,12/3/2001,,4/15/2004,,3/17/2003,10/21/2003,4/15/2004,2/3/2005,8/21/2003,,11/13/2001,9/9/1998,,,,,646,,884,DE,Fried Frank,"Fried, Frank, Harris, Shriver & Jacobson / Blank Rome Comisky & Mccauley LLP",,,,,,,,,yes,confirmed,DE,Retry,,,,,7137,yes,yes,no,67.9,96.29551973,1162.5,,,yes,no,20000,,2450,,no,,no,no,97,,,96.617,90.074,,99.586,89.717,102.581,87.181,137064,,Fort Lauderdale,0.000539387,153709,FL Fort Lauderdale,974,FL,980,1,-2,,DE,,,,DE,Mary F. Walrath,Mary F. Walrath,5645,,,5645,8005.717362,,8443.389717,5953.612,4,11,,29.46666667,,Vanguard Car Rental USA Inc.,-2,,,free fall,842,5.75,9.5,7.75,8.25,4,5,,,No. No 10k for 2003 through 2005,,emerged no refile 5,yes,,yes,yes,,no,3532,,,3532,5009068861,,Yes,,I: Services,"751 Automotive Rental And Leasing, Without Drivers","75 Automotive Repair, Services, and Parking",7510,,Not tort,,,no,no,,,no,no,,,,,,284970000,voluntary,2004,2004,2003,2001,
Anchor BanCorp Wisconsin Inc.,,2367.583,,,2367.583,2547,2112.474,2547,2367.583,,,,,13-14003,,,Chris M. Bauer,End date is closing date of acquisition by Old National Bancorp,NoReplace,11,0000885322,0000885322,,Madison,Madison,,yes,Kurtzman Carson Consultants LLC,,,no,,,,no,,,,no,,,,233.877,233.877,032839,102,3/31/2013,,,3/31/2013,3/31/2013#http://www.sec.gov/Archives/edgar/data/885322/000119312513236093/0001193125-13-236093-index.htm#,,,12/31/2013,12/31/2013#https://www.sec.gov/Archives/edgar/data/885322/000119312514108133/0001193125-14-108133-index.htm#,,,6/15/2009,5/1/2016,,,8/30/2013,,,7/31/2013,8/30/2013,9/27/2013,8/30/2013,,8/12/2013,6/1/1978,,,,,,,18,OT,Kerkman Dunn,Kerkman Dunn Sweet DeMarb,,,,,,,,no,no,confirmed,WI WD,,,,,,71,yes,yes,yes,42.748,45.9852137,45.827,45.827,42.748,yes,yes,690,693,1,1,,,,pending,26,,,108.293,108.293,,111.622,107.023,114.626,104.468,025570,025570,Madison,0.00076974,243337,WI Madison,755,WI,1,1,-34.172,-34.172,WI,,,,WI WD,Robert D. Martin,Robert D. Martin,2427.447,,,2427.447,2611.272318,1910.276,2611.272318,2427.447,8,8,,0.6,,Anchor BanCorp Wisconsin Inc.,-34.172,-34.172,1,prepackaged,995,3.25,3.25,3.25,3.25,3.25,3.25,,,,,not emerged 5,no,,yes,no,yes,no,145.783,,,145.783,156822831.7,,No,"Savings Institutions, Not Federally Chartered","H: Finance, Insurance, And Real Estate",603 Savings Institutions,60 Depository Institutions,6036,,Not tort,,,no,,,,,,none,no turnfirm,none,,none,316128839,voluntary,2013,2013,2013,2013,
Anchor Glass Container Corp. (1996),"363 sale to Consumer Packaging, Inc. and Owens-Brockway Glass Container",1208.348,1264.488,1347.201,1208.348,1927,640.962,,,,,,,96-01434,02-07233,,Alfonso G. Palacio,,Replaced,11,0001052163,0001052163,yes,Wilmington,Wilmington,Tampa,,,,,yes,,,,no,,,,no,,,,161.5,157.8,03304B,300,12/31/1995,12/31/1994,12/31/1993,12/31/1995,,,,12/31/1998,12/31/1998#http://edgar.sec.gov/Archives/edgar/data/1052163/0000950144-99-003743-index.html#,12/31/1998,12/20/1996,1/17/1996,10/4/1996,9/27/1996,,11/25/1997,,11/15/1996,,11/25/1997,,12/20/1996,,9/13/1996,10/28/1993,4/15/2002,,,1296,98,1942,438,DE,Stroock Stroock,Stroock & Stroock & Lavan,,,,,,,,,yes,confirmed,DE,,,,,,1546,yes,docs after date,no,1.248,1.989745399,101.163,72.697,18.816,yes,yes,5700,3000,4780,2500,no,,yes,no,15,,no information in 10-k,79.223,75.107,91.327,83.171,72.193,87.181,70.48,012246,012246,Tampa,0.001056836,284701,FL Tampa,904,FL,905,1,-65.969,-9.77,DE,,,,DE,Peter J. Walsh,Peter J. Walsh,918.745,939.934,934.449,918.745,1464.798587,517.041,,,11,9,4,14.6,,Anchor Glass Container Corp.,-65.969,-9.77,2,prenegotiated,95,7.75,8.75,8.5,7.75,8.5,8.25,4.75,5.835,Yes,Refiled,emerged no refile 5,yes,,yes,yes,,yes,956.639,1089,1126,956.639,1525214783,643.318,Yes,Glass Containers,D: Manufacturing,"322 Glass And Glassware, Pressed Or Blown","32 Stone, Clay, Glass, And Concrete Products",3221,,Not tort,,,no,no,,,no,no,,,,,,269390000,voluntary,1997,1997,1996,1996,5.320547
Anchor Glass Container Corp. (2002),,536.377,,,536.377,751,556.397,,,US033038AH32,97,99,-2,02-07233,05-15606,,"Richard M. Deneau, President",,Replaced,11,0001052163,0001052163,,Tampa,Tampa,Tampa,,,,,no,,,,no,,,,no,,,,180.7,179.8,033038,,12/31/2001,,,12/31/2001,12/31/2001#http://edgar.sec.gov/Archives/edgar/data/1052163/000095014402002422/0000950144-02-002422-index.htm#,,,12/31/2002,12/31/2002#http://edgar.sec.gov/Archives/edgar/data/1052163/000095014403003461/0000950144-03-003461-index.htm#,12/31/2003,,9/5/2001,11/15/2004,,,8/8/2002,,5/20/2002,,8/8/2002,8/30/2002,8/8/2002,,4/15/2002,8/11/1989,8/8/2005,,,,,1096,115,OT,need resolution research,,"Carlton Fields, P.A. / Cahill Gordon & Reindel",,,,,,,,yes,confirmed,FL MD,,,,,,347,yes,mixed,no,15.106,21.13730994,66.525,96.308,42.576,yes,yes,2950,3030,2390,2490,no,,no,no,83,,yes,91.79,91.327,100.377,94.516,90.009,97.336,89.114,012246,012246,Tampa,0.001067455,307032,FL Tampa,904,FL,1,1,-51.068,63.154,DE,,,,FL MD,C. Timothy Corcoran III,,578.392,,,578.392,809.3241741,479.898,,,8,4,8,3.833333333,,Anchor Glass Container Corp.,-51.068,63.154,,prenegotiated,96,4,8,4.25,9,4.75,4.75,6.25,10.1,Yes,Refiled,emerged refile 5,yes,,yes,no,yes,no,702.2,,,702.2,982564480.5,710,No,Glass Containers,D: Manufacturing,"322 Glass And Glassware, Pressed Or Blown","32 Stone, Clay, Glass, And Concrete Products",3221,,Not tort,,,no,no,,,no,no,,,,,,287630000,voluntary,2002,2002,2002,2002,3.002739
Anchor Glass Container Corporation (2005),acquired by Ardagh Group SA on 8/20/2012 from Wayzata Investment Partners LLC,657.195,,,657.195,842,,847,661.54,US033038AP57,82,64,18,05-15606,,,Mark Burgess,,Replaced,11,0001052163,,,Tampa,Tampa,,yes,"Acclaris, LLC",298.315,120,yes,Bracewell Giuliani  / Stichter Riedel,"Bracewell & Giuliani LLP / Stichter, Riedel, Blain & Prosser P.A.",,no,,,,no,,,,201.5,196.4,03304B,300,12/31/2004,,,12/31/2004,12/31/2004#http://edgar.sec.gov/Archives/edgar/data/1052163/000095014405003170/0000950144-05-003170-index.htm#,,,,,,,8/8/2005,9/22/2006,8/22/2005,,4/18/2006,,9/15/2005,3/1/2006,4/18/2006,5/3/2006,4/18/2006,,8/8/2005,7/1/1963,,,9/6/2005,,,,253,OT,Carlton Fields,"Carlton Fields, P.A.",,"Houlihan, Lokey, Howard & Zukin",Wachovia Capital Finance Corporation,115,,,,yes,yes,confirmed,FL MD,,0,298.315,8.686,0.072383333,1287,yes,yes,yes,11.066,14.17552346,72.8,,,yes,no,2840,,2360,,no,,no,no,25,,,102.581,100.377,,104.362,97.336,105.447,94.516,012246,,Tampa,0.001058659,312855,FL Tampa,904,FL,1,1,-86.148,,DE,no,,"single entity plan, no mention of subs or intercompany",FL MD,Alexander L. Paskay,Alexander L. Paskay,653,,,653,836.4916701,,853.8645644,666.562,4,8,,8.433333333,,Anchor Glass Container Corporation,-86.148,,1,free fall,97,8.25,4.25,5.25,4,7.75,6.25,,,No. No 10k for any years,,emerged no refile 5,yes,,no,no,no,no,746.858,,,746.858,956723576.9,,No,Glass Containers,D: Manufacturing,"322 Glass And Glassware, Pressed Or Blown","32 Stone, Clay, Glass, And Concrete Products",3221,no,Not tort,,,no,no,,,no,no,AlixPartners,Chief Restructuring Officer,John S. Dubel,yes,manage (temps),295520000,voluntary,2006,2006,2006,2005,
Angeles Corp.,No evidence of whether it survived three years,290.919,272.706,168,290.919,508,,,,,,,,93-25603,,,William E. Tuthill,End date not before 5/7/1993,NoData,11,,,,Los Angeles,Los Angeles,,,,,,yes,,,,no data in published sources,,,,,,,,151.4,144.2,034624,403,6/30/1992,6/30/1991,6/30/1990,6/30/1992,,,,,,,,3/23/1993,,,,3/31/1995,,,,3/31/1995,,3/31/1995,,5/3/1993,4/18/1988,,,,,,,697,OT,Stutman Treister,"Stutman, Treister & Glatt",,,,,,,,,,confirmed,CA CD,,,,,,,some,none,no,5.596,9.763428904,11.763,,,yes,no,805,,1,,,,,no hits,25,,,71.438,67.173,,73.194,65.256,76.511,63.353,001654,,Los Angeles,0.013510219,3511576,CA Los Angeles,2383,CA,1,1,-14.101,,CA,,,,CA CD,Vincent R. Zurzolo,Katheleen P. March (opinion during the case),262.29,230.226,,262.29,457.6214738,,,,3,5,,23.23333333,,Angeles Corp.,-13.874,,4,free fall,806,8.25,6.5,8.5,8.5,9,6,,,,,emerged no refile 5,yes,no,,no,,,46.582,35,24,46.582,81272345.46,,No,Real Estate Investment Trusts,"H: Finance, Insurance, And Real Estate",679 Miscellaneous Investing,67 Holding And Other Investment Offices,6798,,Not tort,,,no,no hits,,,,,,,,,,259920000,voluntary,1995,1995,1995,1993,
"Anglo Energy, Ltd. (1983)",Name change to Nabors Industries,229.596,,,229.596,571,120.076,571,229.6,,,,,83-11614,88-10360,,Allen F. Rhodes,,Replaced,11,,,,New York,New York,New York,,,0,140.46,yes,Stroock Stroock,Stroock & Stroock & Lavan,,yes,,,,,,,,108.8,101.2,035054,10,9/30/1983,9/30/1982,9/30/1981,9/30/1983,,,,9/30/1986,,9/30/1987,,9/19/1983,8/18/1986,,,3/18/1986,,,,3/18/1986,8/28/1986,3/18/1986,,11/4/1983,3/28/1980,2/22/1988,,,,,706,865,NY,Cleary Gottlieb,"Cleary, Gottlieb, Steen & Hamilton",,,,,,,,,,confirmed,NY SD,,4709967,0,90.833,0.646682329,,some,none,no,-7.802,-19.39614206,11.887,10.324,0.492,yes,yes,860,319,,,,,,no hits,7,,no information in 10-K,55.587,50.069,59.338,56.935,46.471,59.338,47.136,999999,999999,New York,0.030569811,7146916,NY New York,106,NY,1,1,-20.981,-9.624,Bahamas,,,,NY SD,Burton R. Lifland,Burton R. Lifland,192.238,,,192.238,477.912786,62.211,,,3,11,2,28.83333333,,"Anglo Energy, Inc.",-82.182,56.142,3,free fall,148,7.5,12,8.5,17.5,9,11,8.5,,,Refiled,emerged refile 5,yes,no,no,no,no,,150.34,,,150.34,373752370.8,31.335,No,Drilling Oil and Gas Wells,B: Mining,138 Oil And Gas Field Services,13 Oil And Gas Extraction,1381,,Not tort,,,no,no,,,,,,,,,,233790000,voluntary,1986,1986,1986,1983,1.934246
"Anicom, Inc.",,,384,353,384,552,,501,348.394,,,,,01-00485,,,Thomas J. Reiman,End date not found,NoReplace,11,0000935802,,,Chicago,Chicago,,,,12.9,84.416,yes,Jenner Block,Jenner & Block LLP,,no,,,,no,,,,198.8,175.1,035250,109,,12/31/1999,12/31/1998,12/31/1999,12/31/1999#http://edgar.sec.gov/Archives/edgar/data/935802/0001057056-00-000022-index.html#,,,,,,,7/17/2000,,1/12/2001,,9/14/2005,,,7/14/2005,9/14/2005,,,,1/5/2001,10/1/1986,,,,,,,1713,OT,Katten Muchin,,"Katten, Muchin Rosenman LLP",,,,,,,,no,confirmed,IL ND,,0,12.9,11.96,0.141679303,2341,yes,yes,no,-2.156,-3.097793992,4.259,,,no,no,1088,,1,,no,,no,no,97,,,100.377,89.422,,102.594,87.409,105.125,83.912,031551,,Rosemont,1.48156E-05,4222,IL Chicago,653,IL,15,17,-9.82,,DE,no,,"substantive consolidation, no mention of subs or intercompany",IL ND,Susan Pierson Sonderby,Susan Pierson Sonderby,,207,,207,297.422707,,296.1956588,206.146,9,1,,57.1,,liquidated,-9.82,,2,free fall,534,8.25,8.5,8.25,7.75,6.5,9,,,No. No 10k for any years,,not emerged 5,yes,,no,no,no,no,,537,470,537,771574848.7,,No,"Electrical Apparatus and Equipment, Wiring Supplies, and Construction Mater",F: Wholesale Trade,506 Electrical Goods,50 Wholesale Trade-durable Goods,5063,subcon,Fraud,,,no,no,,,no,no,,,,,,284970000,voluntary,2005,2005,,2001,
"Anthracite Capital, Inc.",,,3827,,3827,4424,,,,,,,,10-11319,,,Christopher A. Milner,End date is Chapter 7 at filing date,NoReplace,7,0001050112,,,,New York,,,,,,Chapter 7 at filing,,,,Chapter 7 at filing,,,,,,,,,217.631,037023,108,,12/31/2008,,12/31/2008,12/31/2008#http://www.sec.gov/Archives/edgar/data/1050112/000114420409014707/0001144204-09-014707-index.htm#,,,,,,,2/12/2004,3/15/2010,,,,,,,,,,,3/15/2010,,,,,,,,,NY,Skadden Arps,"Skadden, Arps, Slate, Meagher & Flom LLP",,,,,,,,not applicable,Chapter 7 at filing,Chapter 7 at filing,NY SD,,,,,,,yes,yes,yes,262.451,303.4012718,262.451,,,no,no,1,,1,,,,,pending,36,,,,102.572,,,100.697,,105.101,066688,,New York,0.026426808,8175133,NY New York,106,NY,1,1,-193.612,,MD,,,,,Chapter 7 at filing,Arthur J. Gonzalez,,3163,,3163,3656.5234,,,,,3,,,,Chapter 7 at filing,-193.612,,,not applicable,630,,3.25,,6,,3.25,,,,,not emerged 5,no,,Chapter 7 at filing,Chapter 7 at filing,,yes,,349.169,,349.169,403649895.3,,No,Real Estate Investment Trusts,"H: Finance, Insurance, And Real Estate",679 Miscellaneous Investing,67 Holding And Other Investment Offices,6798,,Not tort,,,Chapter 7 at filing,,,,,,,,,,,309350000,voluntary,,,,2010,
